delka,zanry,zeme,rok,hodnoceni_procenta,hodnoceni_pocet
59,"Drama,Romantický",NaN,2020,NaN,3
50,Dokumentární,NaN,2012,NaN,NaN
15,"Krátkometrážní,Drama",USA,2019,NaN,NaN
23,"Krátkometrážní,Thriller",USA,2018,NaN,NaN
85,Hudební,NaN,2015,NaN,NaN
23,Drama,NaN,2020,NaN,NaN
60,Dokumentární,Německo,2019,NaN,NaN
94,Romantický,Kanada,2019,34,71
45,Drama,Španělsko,2021,76,10
NaN,"Akční,Drama",NaN,NaN,NaN,NaN
43,"Komedie,Drama",Kanada,2012,NaN,NaN
43,"Komedie,Drama",Kanada,2013,NaN,NaN
105,"Drama,Romantický",USA,2019,NaN,3
88,Drama,NaN,2019,NaN,NaN
NaN,"Romantický,Drama",NaN,NaN,NaN,NaN
NaN,Rodinný,Maďarsko,NaN,NaN,NaN
NaN,Rodinný,Maďarsko,NaN,NaN,NaN
NaN,Rodinný,Maďarsko,NaN,NaN,NaN
101,"Komedie,Drama",USA,2018,NaN,1
90,"Komedie,Drama,Rodinný",USA,2021,50,35
34,"Krátkometrážní,Hudební",USA,2012,NaN,1
60,Komedie,NaN,2018,NaN,NaN
83,"Drama,Komedie,Romantický",NaN,2020,73,16
67,Drama,NaN,1937,72,668
85,Horor,Velká Británie,2008,NaN,NaN
34,"Komedie,Drama",NaN,2019,NaN,6
27,"Krátkometrážní,Drama",Polsko,2019,NaN,1
34,Hudební,NaN,2017,NaN,6
50,Drama,Velká Británie,1977,NaN,NaN
26,Dokumentární,Česko,2015,44,19
8,"Krátkometrážní,Hudební",Velká Británie,1990,79,30
4,"Krátkometrážní,Hudební",Slovensko,2016,NaN,4
4,"Krátkometrážní,Hudební",USA,2003,NaN,6
04,"Krátkometrážní,Hudební",USA,2017,NaN,1
12,Krátkometrážní,USA,1989,NaN,NaN
54,"Dokumentární,Historický",Česko,2019,78,21
126,"Akční,Dobrodružný,Drama,Historický",NaN,2019,NaN,NaN
133,"Akční,Dobrodružný,Drama,Historický",NaN,2020,NaN,NaN
90,Dokumentární,NaN,2019,NaN,NaN
34,Hudební,NaN,2013,NaN,NaN
93,"Drama,Fantasy",NaN,2019,NaN,1
24,Hudební,NaN,2019,NaN,NaN
12,Krátkometrážní,Španělsko,2017,NaN,NaN
NaN,"Akční,Dobrodružný,Sci-Fi",USA,NaN,NaN,0
51,"Komedie,Fantasy",NaN,2020,NaN,8
85,Drama,USA,2019,NaN,NaN
43,"Drama,Romantický",NaN,2019,NaN,NaN
52,"Krátkometrážní,Hudební",NaN,2000,NaN,9
44,Krimi,Velká Británie,2019,53,23
360,Drama,NaN,2019,NaN,NaN
96,Komedie,Itálie,2019,NaN,NaN
81,Romantický,USA,2016,NaN,NaN
73,"Krimi,Drama,Thriller",USA,2019,NaN,NaN
86,"Drama,Válečný",NaN,1959,NaN,NaN
830,"Drama,Fantasy",NaN,(2020–2023),73,1 935
40,"Dokumentární,Krátkometrážní",NaN,1965,70,14
26,Krátkometrážní,Polsko,2020,NaN,2
74,Drama,NaN,1980,NaN,NaN
12,"Krátkometrážní,Dokumentární",Francie,2015,NaN,2
NaN,Dokumentární,USA,NaN,NaN,NaN
15,"Krátkometrážní,Dokumentární",NaN,2015,NaN,2
9,"Krátkometrážní,Dokumentární",NaN,1960,NaN,NaN
NaN,Muzikál,NaN,NaN,NaN,NaN
25,Dokumentární,Rakousko,2019,NaN,NaN
NaN,"Akční,Romantický,Sci-Fi",NaN,NaN,NaN,NaN
25,Rodinný,Rakousko,2005,NaN,NaN
30,"Komedie,Drama",Japonsko,2019,NaN,NaN
8,Animovaný,Francie,2013,NaN,NaN
8,Animovaný,Francie,2013,NaN,NaN
8,Animovaný,Francie,2013,NaN,NaN
26,Drama,Francie,2019,NaN,NaN
25,"Krátkometrážní,Muzikál,Drama,Fantasy",Velká Británie,2000,NaN,1
45,"Dokumentární,Životopisný",Německo,2009,NaN,NaN
45,Dokumentární,Německo,2008,NaN,NaN
150,Thriller,NaN,2019,NaN,NaN
45,Dokumentární,Německo,2014,NaN,NaN
124,"Drama,Romantický,Sci-Fi",NaN,2013,NaN,NaN
56,Komedie,NaN,1987,NaN,NaN
18,"Krátkometrážní,Drama",NaN,2018,NaN,NaN
43,Dokumentární,Německo,2018,NaN,NaN
15,"Krátkometrážní,Komedie,Drama",NaN,2019,NaN,2
4,"Krátkometrážní,Animovaný",Španělsko,2018,NaN,NaN
8,"Krátkometrážní,Komedie,Rodinný",USA,2019,NaN,NaN
2,"Krátkometrážní,Animovaný",Německo,2019,NaN,1
44,"Drama,Komedie",Polsko,2016,NaN,1
44,"Životopisný,Drama,Historický",Polsko,2020,NaN,NaN
50,"Krimi,Horor",NaN,2020,79,15
113,Drama,Velká Británie,1989,65,136
NaN,"Komedie,Krátkometrážní",USA,NaN,NaN,NaN
NaN,Drama,NaN,NaN,NaN,NaN
42,"Krátkometrážní,Hudební",USA,2017,NaN,2
57,Dokumentární,USA,2020,NaN,NaN
78,Dokumentární,Kanada,2019,NaN,NaN
440,"Drama,Romantický",Velká Británie,2002,81,50
70,Drama,USA,1922,NaN,NaN
50,Drama,USA,1916,NaN,1
30,"Dobrodružný,Komedie",Japonsko,2020,NaN,NaN
NaN,"Komedie,Drama,Romantický",NaN,NaN,NaN,NaN
65,"Krimi,Drama",NaN,1960,NaN,NaN
100,"Hudební,Dokumentární",Slovensko,2019,63,20
85,Drama,NaN,2020,47,119
24,,Kanada,2012,NaN,NaN
24,,Kanada,2012,NaN,NaN
22,,Kanada,2014,NaN,NaN
8,Drama,Kanada,2016,NaN,NaN
10,"Komedie,Drama",Kanada,2019,NaN,NaN
68,"Komedie,Romantický,Rodinný",Česko,2020,47,318
63,"Komedie,Romantický,Rodinný",Česko,2020,55,130
61,"Komedie,Romantický,Rodinný",Česko,2020,50,104
NaN,"Komedie,Krátkometrážní",USA,NaN,NaN,NaN
60,"Krimi,Horor,Mysteriózní",USA,2016,NaN,1
32,"Komedie,Drama",Polsko,2010,NaN,NaN
32,"Komedie,Drama",Polsko,2010,NaN,NaN
32,"Komedie,Drama",Polsko,2011,NaN,NaN
NaN,,Velká Británie,NaN,NaN,NaN
47,"Krimi,Drama,Historický",NaN,2019,NaN,NaN
22,Komedie,Kanada,2018,NaN,NaN
NaN,Dokumentární,USA,NaN,NaN,NaN
69,Dokumentární,NaN,2020,69,59
24,"Dokumentární,Hudební",Japonsko,2020,NaN,NaN
20,"Komedie,Krátkometrážní",USA,1926,NaN,1
34,"Krátkometrážní,Dokumentární",NaN,1981,NaN,NaN
40,Drama,NaN,2018,NaN,NaN
NaN,"Drama,Romantický",USA,NaN,NaN,NaN
9,"Krátkometrážní,Animovaný",NaN,2018,NaN,NaN
NaN,Drama,NaN,NaN,NaN,NaN
24,"Animovaný,Horor,Komedie",Japonsko,2020,NaN,5
24,"Animovaný,Hudební,Komedie",Japonsko,2020,NaN,NaN
59,Krimi,Velká Británie,2019,NaN,NaN
24,"Animovaný,Fantasy",Japonsko,2020,NaN,NaN
11,"Komedie,Drama",Německo,2018,NaN,NaN
107,Komedie,NaN,2011,NaN,NaN
18,"Krátkometrážní,Hudební",Česko,2018,NaN,5
10,Krátkometrážní,NaN,2016,NaN,NaN
57,"Dobrodružný,Sci-Fi",USA,1939,NaN,3
9,"Experimentální,Krátkometrážní",USA,1983,NaN,2
90,Hudební,Německo,2019,NaN,NaN
12,"Krimi,Drama,Rodinný",NaN,2019,NaN,NaN
12,"Krátkometrážní,Hudební",USA,2018,NaN,3
2,"Krátkometrážní,Animovaný",USA,2019,NaN,NaN
13,Drama,Kanada,2019,NaN,NaN
24,Komedie,USA,1993,84,65
22,Komedie,USA,1996,76,53
22,Komedie,USA,1998,74,52
21,Dokumentární,NaN,2019,NaN,NaN
NaN,Horor,NaN,NaN,NaN,NaN
NaN,Romantický,NaN,NaN,NaN,NaN
88,Hudební,NaN,2019,NaN,NaN
3,"Krátkometrážní,Animovaný",Velká Británie,2020,91,18
124,Drama,NaN,2020,NaN,NaN
NaN,"Stand-up,Komedie",NaN,NaN,NaN,NaN
NaN,"Akční,Dobrodružný",USA,NaN,NaN,NaN
NaN,Horor,NaN,NaN,NaN,NaN
28,Dokumentární,NaN,1990,NaN,1
13,"Animovaný,Dobrodružný,Komedie",NaN,2015,NaN,NaN
268,Krimi,Německo,2002,NaN,NaN
98,Dokumentární,USA,2020,NaN,2
NaN,Thriller,USA,NaN,NaN,NaN
3,"Krátkometrážní,Fantasy",NaN,2015,NaN,NaN
46,"Drama,Historický,Akční,Romantický",NaN,2020,NaN,NaN
95,Drama,NaN,2020,71,311
147,Drama,Rakousko,1962,65,33
100,Komedie,NaN,1961,NaN,6
240,Dokumentární,Španělsko,2003,NaN,NaN
61,"Dokumentární,Krimi",USA,2020,69,28
83,"Drama,Horor",USA,2019,NaN,1
65,Komedie,USA,1936,NaN,NaN
77,Horor,USA,2020,NaN,4
79,"Drama,Romantický",USA,1938,NaN,NaN
NaN,Dobrodružný,NaN,NaN,NaN,NaN
100,Dokumentární,Velká Británie,2020,NaN,NaN
31,Komedie,Japonsko,2020,NaN,NaN
120,Dokumentární,USA,2020,NaN,NaN
60,Drama,Japonsko,2020,NaN,NaN
NaN,Dobrodružný,NaN,NaN,NaN,NaN
NaN,Drama,NaN,NaN,NaN,NaN
60,Dokumentární,NaN,2018,NaN,NaN
NaN,Komedie,NaN,NaN,NaN,NaN
41,Komedie,NaN,2018,NaN,1
18,"Krátkometrážní,Hudební",NaN,2012,NaN,7
105,Dokumentární,NaN,2012,NaN,NaN
55,Komedie,Japonsko,2020,NaN,NaN
7,Komedie,Slovensko,2020,48,20
NaN,Drama,NaN,NaN,NaN,NaN
8,"Experimentální,Krátkometrážní",Kanada,2018,NaN,2
120,,Rakousko,1962,NaN,NaN
593,Dokumentární,NaN,(2020–2022),NaN,NaN
79,Dokumentární,USA,2020,NaN,NaN
NaN,Dobrodružný,NaN,NaN,NaN,NaN
95,"Drama,Romantický",NaN,2020,NaN,NaN
14,"Krátkometrážní,Dokumentární",NaN,1950,NaN,NaN
89,Dokumentární,Německo,2019,NaN,NaN
13,Krátkometrážní,NaN,2019,NaN,NaN
25,Komedie,Německo,2020,NaN,NaN
54,Romantický,NaN,2018,NaN,NaN
25,"Animovaný,Dobrodružný,Komedie",NaN,2019,NaN,NaN
24,"Animovaný,Fantasy",USA,2017,NaN,NaN
12,"Krátkometrážní,Dokumentární",NaN,1988,NaN,NaN
13,"Dokumentární,Krátkometrážní",NaN,1988,NaN,1
25,"Krátkometrážní,Drama,Mysteriózní",NaN,2011,NaN,NaN
42,"Drama,Thriller",NaN,2020,NaN,3
43,"Drama,Thriller",NaN,2020,NaN,3
85,Krimi,USA,1998,28,12
60,Drama,Polsko,2019,NaN,7
44,Thriller,Kanada,2020,NaN,1
NaN,"Komedie,Krimi",USA,NaN,NaN,8
NaN,Drama,NaN,NaN,NaN,NaN
102,"Dobrodružný,Životopisný,Drama",NaN,1969,NaN,NaN
101,Drama,NaN,2020,NaN,2
15,"Krátkometrážní,Sci-Fi",Francie,2016,NaN,NaN
17,"Krátkometrážní,Dokumentární",NaN,1976,NaN,NaN
46,Dokumentární,USA,2010,NaN,NaN
2,"Krátkometrážní,Animovaný",Francie,2019,NaN,1
18,"Dokumentární,Hudební",NaN,1989,NaN,NaN
NaN,Romantický,Japonsko,NaN,NaN,2
9,"Krátkometrážní,Animovaný,Dobrodružný,Rodinný",USA,2019,70,115
NaN,Komedie,NaN,NaN,NaN,NaN
21,"Krátkometrážní,Hudební",USA,2019,NaN,8
19,"Krátkometrážní,Dokumentární",NaN,1975,NaN,NaN
18,"Krátkometrážní,Dokumentární",NaN,1981,NaN,NaN
45,Dokumentární,Německo,2020,NaN,NaN
94,,NaN,2019,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
NaN,Drama,NaN,NaN,NaN,NaN
89,Horor,NaN,2021,NaN,1
14,"Krátkometrážní,Drama",USA,2019,NaN,NaN
22,"Krátkometrážní,Drama",USA,2019,NaN,NaN
NaN,Drama,NaN,NaN,NaN,NaN
83,"Dobrodružný,Komedie",NaN,1970,NaN,NaN
400,"Rodinný,Drama",Slovensko,2020,51,87
89,"Akční,Drama",Itálie,1947,NaN,7
121,"Drama,Komedie,Romantický",NaN,2020,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
NaN,"Pornografický,Horor",USA,NaN,NaN,9
21,"Krátkometrážní,Dokumentární",USA,2020,NaN,NaN
55,Dokumentární,NaN,2013,NaN,NaN
74,Krimi,NaN,1972,NaN,NaN
62,"Akční,Dobrodružný",NaN,1972,NaN,NaN
34,"Krátkometrážní,Dokumentární",USA,2020,NaN,3
52,"Dokumentární,Historický,Válečný",NaN,2014,NaN,2
56,Animovaný,NaN,2020,NaN,NaN
51,Dokumentární,NaN,1994,NaN,NaN
74,Dokumentární,NaN,2020,55,22
30,"Mysteriózní,Historický,Sci-Fi",Japonsko,2019,NaN,1
25,Rodinný,Velká Británie,2018,NaN,NaN
23,"Krátkometrážní,Dokumentární",NaN,2015,NaN,NaN
23,Komedie,Kanada,2016,NaN,NaN
23,Komedie,Kanada,2016,NaN,NaN
23,Komedie,Kanada,2019,NaN,NaN
103,Drama,Německo,2020,66,39
84,Dokumentární,NaN,1998,NaN,NaN
45,Romantický,NaN,2019,NaN,NaN
45,"Dokumentární,Drama,Romantický",NaN,2012,NaN,1
52,Drama,Francie,1985,NaN,1
5,Krátkometrážní,NaN,2007,NaN,NaN
NaN,Dokumentární,USA,NaN,72,13
NaN,Komedie,Česko,NaN,NaN,NaN
46,"Krátkometrážní,Hudební",USA,1986,NaN,6
86,,Itálie,1960,NaN,NaN
NaN,"Komedie,Muzikál",Itálie,NaN,NaN,NaN
100,,NaN,1963,NaN,1
NaN,"Romantický,Komedie",NaN,NaN,NaN,NaN
65,Dokumentární,Itálie,2019,NaN,6
44,Drama,NaN,2020,NaN,1
70,Komedie,USA,1925,NaN,NaN
90,"Drama,Thriller",NaN,2015,NaN,NaN
76,Akční,USA,1999,NaN,NaN
7,"Krátkometrážní,Komedie,Romantický",NaN,2005,NaN,1
NaN,"Komedie,Sci-Fi",USA,NaN,NaN,4
80,Drama,USA,1967,NaN,2
105,"Akční,Horor,Thriller",NaN,2002,58,6 651
49,"Akční,Fantasy,Drama,Dobrodružný",NaN,1995,NaN,6
45,Dokumentární,USA,2020,79,28
110,Akční,NaN,2020,NaN,NaN
1035,"Krimi,Mysteriózní,Thriller",Velká Británie,(2020–2024),68,144
111,Drama,NaN,2018,NaN,NaN
16,"Krátkometrážní,Drama",NaN,2014,NaN,NaN
15,"Krátkometrážní,Dokumentární",Rakousko,2008,NaN,1
14,"Krátkometrážní,Animovaný",NaN,2019,NaN,NaN
107,"Drama,Krimi",NaN,2020,NaN,NaN
89,Dokumentární,Česko,2020,71,402
NaN,Komedie,USA,NaN,NaN,NaN
NaN,Romantický,USA,NaN,NaN,NaN
45,Dokumentární,Německo,2020,NaN,NaN
94,Drama,USA,2020,NaN,1
44,Drama,Kanada,2018,NaN,NaN
84,Komedie,USA,2020,NaN,NaN
58,"Komedie,Thriller",USA,2020,NaN,NaN
9,"Krátkometrážní,Drama",Německo,2019,NaN,NaN
85,Dokumentární,NaN,1958,74,10
68,Dokumentární,NaN,2019,NaN,NaN
64,"Dokumentární,Drama",NaN,2012,NaN,NaN
14,"Krátkometrážní,Drama",Španělsko,2016,NaN,NaN
22,"Animovaný,Komedie",USA,2000,81,255
22,"Animovaný,Komedie",USA,2001,86,259
22,"Animovaný,Komedie",USA,2008,82,223
22,"Animovaný,Komedie",USA,2008,83,202
22,"Animovaný,Komedie",USA,2018,83,244
NaN,Dokumentární,NaN,NaN,NaN,NaN
5,"Krátkometrážní,Hudební",USA,1991,68,36
77,Romantický,NaN,1974,NaN,NaN
50,"Dokumentární,Hudební",NaN,2020,NaN,NaN
5,"Krátkometrážní,Drama",Velká Británie,2020,NaN,NaN
8,"Krátkometrážní,Animovaný",USA,2020,NaN,NaN
23,"Rodinný,Komedie",USA,2001,NaN,NaN
22,"Komedie,Rodinný",USA,2002,NaN,NaN
14,"Krátkometrážní,Drama",NaN,2019,NaN,1
30,Dokumentární,Německo,2020,NaN,NaN
NaN,Dokumentární,Německo,NaN,NaN,NaN
30,"Dokumentární,Krátkometrážní",Německo,2018,NaN,6
70,Dokumentární,NaN,2008,NaN,NaN
130,"Komedie,Romantický",NaN,2017,NaN,NaN
21,Komedie,Polsko,2020,NaN,NaN
79,Komedie,USA,1958,NaN,NaN
79,"Dokumentární,Hudební",USA,2020,NaN,NaN
60,"Talk-show,Publicistický,Zábavný",Německo,2020,NaN,NaN
07,"Krátkometrážní,Hudební",NaN,2006,NaN,4
NaN,Animovaný,NaN,NaN,NaN,NaN
51,"Drama,Krimi,Mysteriózní,Thriller",Španělsko,2021,82,352
NaN,,NaN,NaN,NaN,1
14,"Krátkometrážní,Drama",Česko,2017,NaN,2
12,"Krátkometrážní,Dokumentární",Kanada,1954,NaN,NaN
90,Horor,USA,2023,NaN,1
120,Drama,NaN,1974,NaN,NaN
29,"Krátkometrážní,Dokumentární",Kanada,1963,NaN,NaN
122,Drama,NaN,2020,NaN,NaN
113,Drama,NaN,2021,NaN,NaN
300,"Drama,Thriller",USA,1977,NaN,1
8,Krátkometrážní,NaN,2019,NaN,NaN
NaN,Drama,Francie,NaN,NaN,1
22,Komedie,Velká Británie,2020,NaN,NaN
90,Dokumentární,Kanada,2001,NaN,NaN
107,,Japonsko,2000,NaN,NaN
90,,Francie,2000,NaN,NaN
12,Krátkometrážní,Kanada,1975,NaN,NaN
98,"Fantasy,Romantický",NaN,1985,NaN,NaN
13,Krátkometrážní,USA,2018,NaN,NaN
30,"Loutkový,Pohádka",NaN,1978,NaN,1
NaN,Drama,USA,NaN,NaN,1
50,Dokumentární,Kanada,1996,NaN,NaN
52,"Drama,Krimi",Velká Británie,2020,74,32
79,"Dokumentární,Životopisný,Historický",Kanada,2020,NaN,NaN
18,"Krátkometrážní,Drama",NaN,2017,NaN,NaN
7,"Krátkometrážní,Drama",USA,2019,NaN,NaN
60,"Dokumentární,Krimi",Velká Británie,2011,NaN,NaN
9,"Krátkometrážní,Animovaný",Velká Británie,2019,NaN,NaN
19,"Krátkometrážní,Drama,Sci-Fi",USA,2019,NaN,NaN
45,Dokumentární,NaN,2000,NaN,NaN
21,"Krátkometrážní,Hudební",USA,1938,NaN,NaN
53,"Drama,Krimi",NaN,2020,79,46
87,Dokumentární,Kanada,1986,NaN,NaN
NaN,Rodinný,NaN,NaN,NaN,NaN
13,"Krátkometrážní,Drama",NaN,2003,NaN,NaN
61,"Dokumentární,Krimi",USA,2020,80,52
107,Drama,NaN,2005,NaN,NaN
90,"Komedie,Drama",NaN,2017,NaN,NaN
91,Drama,NaN,1977,NaN,NaN
129,Drama,NaN,2020,NaN,1
155,Drama,Česko,2015,80,16
90,Romantický,Německo,2018,NaN,2
60,Dokumentární,NaN,2004,NaN,NaN
82,Dokumentární,NaN,2012,NaN,NaN
29,Krátkometrážní,NaN,2004,NaN,NaN
90,Drama,NaN,1984,NaN,NaN
25,"Dokumentární,Publicistický",Německo,2001,NaN,NaN
170,"Fantasy,Dobrodružný",USA,2001,60,533
17,"Krátkometrážní,Dokumentární",Slovensko,2010,NaN,NaN
27,"Krátkometrážní,Dokumentární",NaN,1959,NaN,NaN
6,"Experimentální,Krátkometrážní",Velká Británie,2016,NaN,2
60,"Komedie,Talk-show",USA,1970,NaN,2
10,"Dokumentární,Životopisný",NaN,1991,NaN,1
NaN,"Komedie,Romantický",NaN,NaN,NaN,NaN
87,Komedie,USA,1952,NaN,NaN
NaN,"Krátkometrážní,Dokumentární",Maďarsko,NaN,NaN,NaN
95,"Horor,Thriller,Mysteriózní,Komedie,Akční",NaN,2020,67,1 179
910,"Animovaný,Akční,Dobrodružný,Drama,Fantasy",Japonsko,(2020–2024),73,193
18,"Krátkometrážní,Dokumentární",NaN,2018,NaN,NaN
42,"Komedie,Drama,Rodinný",Polsko,2008,NaN,NaN
95,"Krimi,Drama",NaN,1983,NaN,NaN
70,Western,USA,1939,78,45
NaN,,USA,NaN,NaN,1
96,Komedie,NaN,1985,NaN,NaN
NaN,"Dokumentární,Dobrodružný",Polsko,NaN,NaN,2
41,"Drama,Komedie,Romantický",Španělsko,2020,68,31
25,"Animovaný,Akční,Sci-Fi",USA,2020,81,41
140,"Komedie,Romantický",NaN,1988,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
16,"Krátkometrážní,Dokumentární",NaN,2000,NaN,NaN
45,"Sci-Fi,Drama,Mysteriózní,Thriller",USA,2021,55,65
51,Drama,NaN,2020,66,32
56,Dokumentární,NaN,2010,NaN,NaN
NaN,Drama,NaN,NaN,NaN,NaN
22,Komedie,USA,2020,NaN,NaN
50,"Akční,Dobrodružný,Komedie",USA,2022,63,1 152
7,Krátkometrážní,Německo,2019,58,24
24,"Hudební,Krátkometrážní",Velká Británie,1988,87,20
NaN,,NaN,NaN,NaN,5
189,"Animovaný,Rodinný,Komedie,Muzikál",NaN,(1997–1998),NaN,4
22,"Animovaný,Akční,Dobrodružný,Komedie",USA,1989,87,33
24,"Animovaný,Akční,Dobrodružný,Komedie",USA,1992,84,17
22,"Animovaný,Komedie,Rodinný",USA,1995,NaN,3
22,"Animovaný,Komedie,Rodinný",USA,1996,NaN,3
63,Krimi,USA,1941,NaN,1
49,"Drama,Thriller",Itálie,2020,NaN,4
NaN,,Itálie,NaN,NaN,NaN
6,"Krátkometrážní,Animovaný",NaN,1994,80,40
15,"Rodinný,Naučný",Česko,2020,58,13
84,Komedie,NaN,2010,NaN,1
115,Reality-TV,Německo,2020,NaN,NaN
275,"Krimi,Drama,Thriller",Francie,2003,75,59
8,"Krátkometrážní,Animovaný",Francie,2019,NaN,1
100,"Drama,Romantický",NaN,2001,NaN,1
25,"Krátkometrážní,Drama,Rodinný",NaN,2015,NaN,NaN
100,Dokumentární,Japonsko,1994,NaN,NaN
91,Drama,NaN,1980,NaN,NaN
180,Dokumentární,Německo,2019,NaN,NaN
55,Komedie,NaN,1980,NaN,NaN
30,"Krátkometrážní,Dokumentární",Kanada,1957,NaN,NaN
4,Krátkometrážní,NaN,2004,NaN,NaN
NaN,Dokumentární,Polsko,NaN,NaN,NaN
17,Krátkometrážní,Polsko,2004,NaN,NaN
21,"Krátkometrážní,Dokumentární",Polsko,1986,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
NaN,,NaN,NaN,NaN,1
19,Krátkometrážní,Polsko,2017,NaN,1
40,Drama,Německo,2020,NaN,1
43,"Dokumentární,Životopisný",Polsko,2000,NaN,NaN
6,"Krátkometrážní,Dokumentární",Polsko,1965,NaN,2
27,"Krátkometrážní,Dokumentární",Polsko,2008,NaN,NaN
90,Horor,USA,1995,62,13
NaN,Dokumentární,NaN,NaN,NaN,NaN
30,"Dokumentární,Životopisný",Polsko,1994,NaN,NaN
49,Dokumentární,NaN,2013,83,31
45,Mysteriózní,NaN,2020,NaN,NaN
55,Drama,USA,1990,NaN,1
NaN,"Dokumentární,Komedie",USA,NaN,NaN,2
86,"Drama,Romantický",NaN,1995,NaN,NaN
75,Dokumentární,Itálie,2017,NaN,NaN
84,Dokumentární,USA,2020,NaN,NaN
65,Dokumentární,USA,2016,NaN,8
84,Komedie,USA,2009,NaN,NaN
14,"Rodinný,Krátkometrážní",Česko,2020,56,16
74,Drama,NaN,2018,NaN,NaN
17,"Krátkometrážní,Dokumentární",Polsko,2014,NaN,NaN
80,"Hudební,Dokumentární",USA,1993,NaN,5
89,Dokumentární,NaN,2013,NaN,NaN
69,"Dobrodružný,Krimi,Drama",Španělsko,2015,NaN,NaN
19,"Krátkometrážní,Dokumentární",Španělsko,2018,NaN,NaN
54,"Dokumentární,Hudební",NaN,2009,NaN,NaN
NaN,"Krimi,Drama,Mysteriózní",NaN,2004,NaN,NaN
73,"Stand-up,Komedie",NaN,2017,NaN,NaN
NaN,"Romantický,Drama,Komedie",NaN,NaN,NaN,NaN
23,"Krátkometrážní,Drama",NaN,2010,NaN,NaN
NaN,Dokumentární,NaN,NaN,NaN,NaN
30,"Komedie,Krimi",NaN,2019,NaN,NaN
47,"Drama,Thriller",NaN,2019,NaN,NaN
48,"Drama,Thriller",NaN,2019,NaN,NaN
49,"Drama,Thriller",NaN,2020,NaN,NaN
100,,Německo,1992,NaN,NaN
93,"Drama,Válečný",USA,1971,NaN,NaN
23,Drama,Polsko,2021,NaN,NaN
92,Krimi,USA,1968,NaN,1
45,"Mysteriózní,Thriller,Horor",NaN,2019,NaN,NaN
25,Komedie,Polsko,2012,NaN,NaN
1300,Komedie,Polsko,2012,NaN,NaN
53,"Stand-up,Komedie",NaN,2019,NaN,NaN
NaN,Dokumentární,NaN,NaN,NaN,NaN
NaN,"Krátkometrážní,Drama",Německo,NaN,NaN,NaN
60,Dokumentární,Německo,2007,NaN,NaN
96,Drama,Německo,1995,NaN,NaN
70,Romantický,NaN,2017,NaN,NaN
70,"Romantický,Sportovní",NaN,2017,NaN,NaN
69,"Romantický,Sportovní",NaN,2018,NaN,NaN
5,"Animovaný,Krátkometrážní",Itálie,1981,NaN,1
5,"Animovaný,Krátkometrážní",Itálie,1983,NaN,1
73,Drama,Polsko,2020,NaN,NaN
24,"Horor,Krimi,Mysteriózní",NaN,2018,NaN,NaN
45,Dokumentární,NaN,2014,NaN,NaN
90,"Mysteriózní,Drama",Itálie,2019,NaN,NaN
79,Dokumentární,Itálie,2009,NaN,NaN
45,"Krimi,Akční",NaN,2010,NaN,NaN
48,"Krimi,Akční",NaN,2010,NaN,NaN
NaN,"Komedie,Drama",USA,NaN,NaN,NaN
21,Hudební,NaN,1963,NaN,2
20,Krátkometrážní,Francie,2003,NaN,NaN
1440,"Sportovní,Soutěžní",USA,2002,NaN,1
NaN,Drama,NaN,NaN,NaN,1
2,"Krátkometrážní,Drama",Španělsko,2017,NaN,NaN
29,"Romantický,Komedie",Japonsko,2020,NaN,NaN
24,"Dokumentární,Rodinný",Německo,2020,NaN,NaN
45,"Akční,Krimi,Thriller",Francie,2000,NaN,NaN
30,Komedie,Japonsko,2017,NaN,NaN
60,Romantický,Japonsko,2020,NaN,NaN
55,"Komedie,Romantický",Japonsko,2020,NaN,NaN
10,"Komedie,Krátkometrážní",Česko,2020,33,98
18,"Krátkometrážní,Romantický",Velká Británie,2019,NaN,NaN
5,Krátkometrážní,Česko,2018,NaN,NaN
63,Mysteriózní,USA,1946,NaN,NaN
25,"Krátkometrážní,Dokumentární",Německo,2012,NaN,NaN
13,"Krátkometrážní,Hudební",USA,2016,NaN,1
17,"Krátkometrážní,Hudební",USA,2019,NaN,2
NaN,"Komedie,Krátkometrážní",USA,NaN,NaN,3
43,"Krimi,Drama,Dokumentární",USA,2020,NaN,1
10,"Krátkometrážní,Drama",Velká Británie,2019,NaN,8
90,Komedie,NaN,1988,NaN,NaN
29,"Experimentální,Krátkometrážní",Japonsko,2018,NaN,NaN
44,Dokumentární,NaN,2014,NaN,NaN
44,Dokumentární,NaN,2016,NaN,NaN
47,"Komedie,Drama,Romantický",Velká Británie,2000,NaN,8
45,"Komedie,Drama,Romantický",Velká Británie,2016,NaN,4
5,"Krátkometrážní,Experimentální",Německo,2004,NaN,NaN
7,"Animovaný,Rodinný",Francie,2017,NaN,NaN
7,"Animovaný,Rodinný",NaN,2020,NaN,NaN
120,"Reality-TV,Sportovní,Soutěžní",USA,2018,NaN,NaN
26,"Krátkometrážní,Hudební",USA,1991,NaN,8
25,"Krátkometrážní,Hudební",NaN,2011,NaN,2
NaN,"Komedie,Romantický",NaN,NaN,NaN,NaN
68,Dokumentární,NaN,1978,NaN,NaN
70,Dokumentární,Itálie,2018,NaN,NaN
